SeasonalFactor,TimeOfDayRush,WeatherSev,PassengerVol,TrackIncident,InfraFailure,SpeedRestriction,HubCongestion,DepartureDelay,ArrivalDelay,CompensationClaim
-0.5797085281185569,-0.5949141013176028,-0.41943221606774295,-0.28141239063486206,-0.638054393245334,-0.384641524001851,-0.6081886943102831,-0.2607488232755556,-0.29753439414229843,-0.4542415712133618,-0.4561717101879148
-1.3716477720791118,-0.06386724615347388,-1.4142175433393838,0.07414356939949028,-1.7096055395397822,-1.5212508332645167,-1.7271807286379632,-0.38706394525417054,-0.6764903522973813,-1.1555725023489059,-1.1435417043633638
0.6425217155976002,0.536659330752255,0.7747987510857102,0.0811755070559514,0.8404926510816125,0.877912585978484,0.9997508922881881,-0.4784779741406944,0.09221437928052904,0.37821315637648056,0.3570197949662156
0.014174197260504756,-1.078534970097743,0.6720140984099532,-0.5503988279156454,0.9929369783172417,0.8469932727254109,0.7001089067803514,-0.46346119420339654,0.07639658992022144,0.3140550969246917,0.2972483915369481
-0.06267366646158752,-0.5892766655156003,-0.5681127455001506,-0.7204173053341242,-0.07814750144156561,-0.2968143766009202,-0.24174752951308592,-0.27560736560608007,-0.2202769012663045,-0.19773130714514103,-0.2035494156844562
-0.6267908434979033,1.2857109354365075,-0.5259779381218571,1.2920793014326306,-0.8561510691600084,-0.8447386497287,-0.5897432936463561,0.39000459662424913,-0.55767472818908,-0.6241013586078179,-0.6020730165419037
0.7915209925742757,2.118216001629037,0.34989062077872135,3.011312764560127,0.6249798179514617,0.5306382096967222,0.6376889851262662,3.8118570275793795,3.4572788686676184,2.844702702879077,2.853356466681201
0.7614252091431841,-0.41083580021808985,0.41176194843908565,-1.1091303796536727,0.43046407047247176,0.3338544366136814,0.46668060134288,-0.11456943247016903,0.09876665527385212,0.25368382373818027,0.25608139157420745
-0.002783348619774279,0.6573005928925517,-0.03952085321261973,0.6455712592574598,0.13039436725080703,0.18010210129642815,0.08896638326660175,-0.3664724372555494,-0.061813858335189334,-0.009037131151277179,-0.015313842490445161
0.9466266156185581,0.2995531094487072,0.9046600864164573,0.1941002726358523,0.9870811599216706,1.1689532025065965,1.0284244061325,-0.5389556358254267,0.050825255003422734,0.4077327503054211,0.3923662861571055
0.025551118530655437,0.6229618917458547,0.8466451287696961,0.4168657387082358,0.9398076747567171,1.0041702331031563,0.9002240198572578,-0.18787113677309153,0.43817978765190757,0.6802427159024629,0.6771981343518082
0.5849188831389844,-0.98799428178928,0.18808231550373378,-1.1821909623326887,0.47570378660580936,0.4414682061275234,0.415394174893695,0.08103145139968722,0.24954790727150336,0.3788349786421626,0.38317671268290576
0.5825135448026292,0.5342777880976234,0.5598354028833153,0.21925951182840386,0.5702403967044413,0.6594028702339881,0.5585213649756756,-0.1902636991506487,0.2556725895453985,0.3831812143221773,0.38987109953676746
-0.472008468013116,1.2920100296539505,-0.4796136591246048,1.5140754618384253,-0.2894108722457075,-0.2244526479621212,-0.32825667480929777,0.7901525162011445,0.14551165737736532,0.024140271384123318,0.028731191462283708
0.21990200286657446,0.12025591225056088,0.08928052123806203,-0.2969422094985221,-0.03337683240399549,-0.06440762548496733,-0.005216468718897396,-0.21357740414945242,-0.08370876435794893,-0.05442550272422806,-0.04506174712437559
1.2375888070668373,-1.6313569489116684,1.3627920145616543,-1.3059464922980575,1.4223879142858744,1.3585178228885457,1.4841437490605867,-0.001033679810275887,0.8383277389080014,1.2159685264261186,1.23100372801164
0.5021785044747348,-0.9242569316740641,0.7000150373720443,-0.44424929656003387,1.0204346805821012,0.7473047423762682,0.7275534565555943,-0.5148700710030519,-0.08212916183025398,0.18954922198568264,0.16949911312216512
1.2285567862868616,0.11186637127406444,1.3249338370494035,-0.47892313397590647,1.117259742216767,1.144955863481608,1.1621324088839675,-0.46953102788431356,0.10928972058384052,0.4815152283004218,0.49381309848847127
-0.6851560311933788,-1.7151031184450274,-0.5428169386273617,-0.7778159614141195,-0.7907215471492463,-0.8879221375179664,-0.8052265513457342,-0.3203559475833417,-0.5216448516284246,-0.6850109732617022,-0.6804867729297425
-0.19138487780008667,1.1966303658531032,0.14278456353378838,1.2354695559958193,0.15938630833080622,0.14607676362376512,0.10818077808423542,0.3376075115679631,0.2656918097197039,0.2763806963939985,0.2766673620633221
-0.39550898385152333,0.018214903086650476,-0.6788694817656725,0.06631177107386392,-0.45693019774610527,-0.35906541404707637,-0.6302298194254433,-0.407326881308383,-0.26459437952075626,-0.4014380878366972,-0.41019267610448723
-0.2881106558201859,0.7282370512686435,-0.59730202002189,0.9064048947818539,-0.6241220209942023,-0.7361775045816845,-0.6564713120790683,-0.021618794922379378,-0.5097614865520009,-0.6261008232189944,-0.6215321624929597
-0.3387746040983091,0.4198719176100086,-0.4949484933809788,0.4880255667845613,-0.7083160114784643,-0.7037726719856797,-0.6887524351482103,-0.23573660024444457,-0.37697971626558757,-0.5815966817018433,-0.5776009776826202
-0.40347940978616703,1.4683191314399517,-0.5242676729374771,1.7543117708914444,-0.6163430243925145,-0.3739083063532018,-0.7035803259726212,1.2967488361376582,-0.00047807518761804963,-0.2440277275655005,-0.24026208842402155
-0.45419136779234925,0.8089694021620939,-0.7737310092700396,0.5496248396247725,-0.5599252179485789,-0.662869975467623,-0.8436967599566267,-0.15106712477404458,-0.4144505262290626,-0.6032214640406958,-0.6082338717098281
1.4814576405237676,0.8891824793665394,1.9185323607269327,0.9963055595539418,1.451280888268697,1.716333113133904,1.7949377769681483,0.27715821476663105,1.53628592271687,1.7998549892057318,1.8033776628886236
-0.3329301257785877,-0.704920554638886,-0.16269193445637645,-0.779690318698223,-0.6368791468821134,-0.6309033606884423,-0.27730564856206746,-0.3437505386235772,-0.329837419525317,-0.3527893245472897,-0.3646253337601202
0.8764458189104058,-0.02254635081951955,1.4179216417615579,0.09301733565602707,1.1935379795357561,1.2784121165526647,1.4143909846692846,-0.3982491714818324,0.25087238088084945,0.7287838814228658,0.7479959096344648
0.6202549166696425,1.700519680371996,0.45274563252503774,2.38201189781212,0.435149709553981,0.47813746902819243,0.31834333139201076,2.3396538639930773,2.0893158995324432,1.6582696410523574,1.645253927479474
-0.5022740415509905,1.5661516426776279,-0.09667380088602352,1.4355619530438566,0.0848908153890965,-0.12882025834381425,-0.017587269415355253,0.5839406779912655,0.2059396889968073,0.12533421849630572,0.10875989478954895
-0.3437175253980238,-1.4629655483286992,-0.23931081921000794,-1.086880964430173,-0.30130290148754985,-0.40878749751885657,-0.45561519487437324,0.04682371773588205,-0.23830333733864284,-0.3535409710005089,-0.33675760799212934
0.29741875109767113,1.4012308112379708,0.15527430447007698,1.7032215029474669,0.38057364239485336,0.3252015643116548,0.34112056645265004,1.0402847443238208,0.8909467968806196,0.8653932144568455,0.8748594958138899
-2.103416929019601,-1.048559646806342,-2.2537361365688837,-0.898904380397019,-1.8610234922485485,-2.2200482054204635,-2.0312803328574676,-0.20447635690723853,-1.1622407755051787,-1.5973971063588481,-1.5810950657416631
-1.3614117082446624,0.4298803564630646,-1.582758626513919,0.3977690030631515,-1.6166572939644854,-1.535208729031106,-1.711342362308724,-0.18543540154794147,-0.8184718166780351,-1.2407992101129142,-1.2430888014170263
0.6873217562281145,-1.6829205621236074,0.8846154664945758,-0.9165833395285564,0.7627132209957305,1.1017143856898024,0.7251059933237282,-0.2973388538284452,0.33080562643676875,0.4622284619983904,0.45789864196015184
-0.5559423420745856,-0.3822186305769643,-0.7995480961169819,-0.8686924274757432,-0.6170769813815227,-0.5670819646243199,-0.5922276991903007,-0.08512191500620972,-0.3237353120453585,-0.47736069924822394,-0.4886730864584227
-0.14584657262110845,-1.6847347709205969,0.4476013589905353,-1.3592395022890462,0.5653904669605866,0.40984436368391675,0.593129095197541,0.02699044978501347,0.27208498054211966,0.3942624740621358,0.3943194803107548
-0.5169930893750799,0.2639275927967222,-0.2903562235989177,0.06757205374262283,-0.3437207577672241,-0.3828523060712438,-0.26499932676275706,-0.31353970449583435,-0.3617587488288359,-0.3365785689779247,-0.3589414473482968
-0.7646114142683602,-1.1465506378027719,-0.8973733305277005,-0.7787283430836482,-0.92343089281846,-0.8435263308909065,-0.8866980497313177,-0.2989959924844049,-0.45779771728274604,-0.6851388944660367,-0.6896046293611456
-0.568825691865656,-1.012806742467588,-0.2984294821835521,-1.1833269044065986,-0.2536237247250254,-0.5160001645528329,-0.3018125392349994,-0.20228217538750387,-0.33045276065053064,-0.3633178815483458,-0.3638684555752209
1.1488966343891491,0.43817956072201497,0.4606087651112328,0.2544100751103965,0.5230948899126882,0.5387651604520262,0.6573388488113653,-0.2576190096413451,0.058944727527273026,0.27063711032728954,0.2739121964496641
1.4280554109236292,0.9497877571009641,1.919050409705726,1.1304796693253787,2.0074830893241145,2.1822668625197794,2.052336999483082,0.3419611963397659,2.0745494182531465,2.3142898072807094,2.3100824689598074
0.21882583424807323,0.6871053463611055,-0.11575928072765782,-0.007406304981174244,0.053661916780538305,-0.1031974665857203,-0.0029456945679470635,-0.4320338326749886,-0.22121790868066432,-0.1437792445744008,-0.13955546963763246
0.678388436624938,1.796060219205315,0.32294600291747155,2.29559010083404,0.7373985287309632,0.5126107889584282,0.5385235745958344,2.2039825036062988,2.077592108237756,1.7837047657288403,1.77845313602633
-1.2906925031299734,-1.2815484147703091,-1.4080002034146624,-0.8837410571073826,-1.868821692092559,-1.6792107319967648,-1.654289162097113,-0.18909653031948234,-0.8921771802299848,-1.2716343348457733,-1.259636937315812
1.149517038088268,-0.993166193441773,0.6386939785532831,-0.6549840597617378,0.3754355943691609,0.18484555332026958,0.2691645341645437,-0.30024832812570773,-0.007396501134971888,0.05924532612690115,0.05861147371338551
0.8984916884239371,-0.22698800797044416,0.4545407175684427,-0.6636323517003773,0.5982904845397535,0.3979024009299913,0.5629567778247438,-0.17789392812561616,0.15768295950555558,0.29646808288667836,0.2918694126964539
-1.6946759056862666,0.5428066431172945,-1.4296065592183824,0.33429159805743913,-1.2987587351247607,-1.2657332656614717,-1.5013757095800058,-0.07454879420918095,-0.6926537583178233,-1.0564795879287312,-1.0563800434975907
-1.0456967974791587,-1.1640067713045708,-1.4492144521946428,-1.0827206760221117,-0.8536920332123584,-1.1752801066979004,-1.1724082640318025,-0.17629765182342452,-0.6746632636627927,-0.9721579890123004,-0.9665329370081598
1.8120557285263938,-0.5919027558018639,1.943792447104442,-0.36244603838139333,1.6943487471847412,1.8626312354077634,1.7109484122160488,-0.5404244974859143,0.16946626764360104,0.7300815774808402,0.7307556606529548
