Earthquake,SubmarineProximity,TsunamiHeight,WarningUrgency
2.4405752758601422,1.6937420056483037,9.03104011361119,12.31754100299727
0.3123779592896929,1.2172040948893592,2.4990217029868234,2.844620297436438
-0.9425148497666294,0.7371408279218395,1.6824830200185439,0.7575036954533616
0.6703375293534835,1.1984068070064509,3.5516589930997013,4.960767455892291
-0.2102717115704607,-0.12709244452426072,-0.20282290155788404,-0.9381271921141014
0.6650820092166824,-0.1795365014152403,0.9724597968220063,1.625743718460007
-0.42895909148860506,1.2584221709525645,2.9979364938625,3.166864405021259
0.8194189598967531,1.2742700379638239,2.4550831458050397,4.25155916003781
0.42194730723594054,0.9081934207003631,2.6688779046672853,3.9756882622978726
1.3121874274708505,1.3638361825066052,4.639823450009129,6.723404552287627
-0.048550602668414614,-1.1620742300553422,-1.5524779132155742,-1.0523740186344441
1.2288315901404876,1.1213220907476185,4.923803618583769,7.718942412825648
0.7116713551329364,-0.7574181148239949,-0.44922534140486103,-0.17521237341993406
0.8391783434921132,0.022984237351126785,1.1583985021031584,2.1862317707604926
-1.4666074605782804,0.20979103640484845,0.6103867102406554,-1.7202793666674399
-0.46543150321464855,0.5933906728729158,1.1527042523601476,1.669651514122065
-0.877699105775048,1.9885598162923106,3.126887805281933,3.268392871118763
0.673520644875498,-1.6253554039745473,-2.3304895876687475,-2.0852338550725196
2.0222469440809823,1.746540961132205,7.088113423044681,10.326912216098991
0.6035517636118476,1.0171649855657168,2.1688456690936135,3.4280456070535537
1.3916775829604369,0.025192918497728464,1.530349508221435,3.67579386763823
-0.31762019719077805,0.2128137481952184,0.7451297728931081,1.3083320566879828
0.14281038078342348,-1.5044376616278448,-3.0024802796468006,-3.275714361790547
-1.1737342906091468,0.964880929544895,1.357387258690345,1.025702363612609
-0.2503585852255518,0.21441850285834219,0.17638286650400692,0.1416744365792719
-0.7201527603658383,-2.660829505263385,-4.440082169850737,-6.699103300710739
0.029105717635776733,0.33292930140768806,1.6962984523165296,2.4076531766302782
0.17451339533668297,-0.2889717607974316,0.2946842051764784,0.7929122032286637
-1.3358508658706563,1.1143584500791424,2.3774013150213724,0.5944271039131432
-1.5394315106040855,-0.9039065813117994,-2.2605625998969994,-3.5255985027031524
-1.7623763858297694,-2.377519698075271,-3.698562179877002,-6.130839195120097
0.43134466411092137,-0.2791835651727626,0.07238773263260317,0.7149297544243656
-0.2296519903894721,-0.8843693919517174,-1.686248968795642,-2.61983681975348
-1.5046998845030837,-0.3577956533056656,-0.5363953221958356,-1.902798153075927
-0.06754838520941393,-0.604280142989803,-0.8547756397663809,-1.2581352720588728
-1.3859547045727902,-2.451619514332988,-4.235348600782575,-6.085729044934871
-0.5856957190880815,0.6817562253987995,1.4361609046451733,0.7522939749968902
-0.24697752002259607,0.12492473136439415,1.521808282252093,2.881462506971577
-0.19265795220336396,0.711942155149897,2.5679511648144264,3.0882636642305004
-2.1186700103704115,-0.495118871467624,0.11879596761552225,-1.9974226967771729
1.1221161254344212,-0.5791500321515952,0.8520021829370712,2.186015949644119
1.658124315857055,0.37487871361370984,3.5111530793716748,5.285976112287769
0.3410501378975062,1.5659910965999888,3.595286147775191,5.017719016294542
0.7167872149246441,-0.8737321906253169,-0.09695947882962708,0.14103607225165837
2.75892943035065,1.7909809594905173,11.656975017132085,16.94936043496709
0.5906902269904647,0.1865183704803101,1.9050306882250727,2.880695602119202
-1.5458948915296915,0.26651186669542654,0.8938420268014515,-0.724580307071329
0.8406047528310552,0.4774433324045544,2.6331064138689846,4.3057781979577605
-0.20595697430133653,0.5233583839830804,0.9659197488875194,1.3150324184272304
-1.0156881504474504,0.6016640469458371,1.2871664194653147,-0.22822050054259035
0.019958527533183966,0.5602238532949008,1.119993558904369,1.3446501566921882
1.9570990408773037,-1.6513745828121826,0.24072101658921086,1.0259242876283603
-0.1813116501203136,-0.8498241729081408,-0.22659594368828995,-0.07797793227145228
0.7033723026411901,1.336549091889555,3.3016585393048157,4.478733941813039
